URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,NoOfLettersInURL,LetterRatioInURL,NoOfDigitsInURL,DigitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpecialCharRatioInURL,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,IsHTTPS,Bank,Pay,Crypto,SuspiciousWords,URLDepth,AvgTokenLength,label
43,30,0,3,2,27,0.628,7,0.163,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.857,0
27,17,0,2,2,14,0.519,7,0.259,0,0,0,0,0.0,1,2,0.1,0,0,0,0,0,0,4.2,0
32,21,0,2,3,25,0.781,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.167,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
56,45,0,3,4,33,0.589,13,0.232,0,0,0,0,0.0,1,3,0.061,0,0,0,0,0,0,5.111,0
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
51,38,0,3,2,43,0.843,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.167,0
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
30,16,0,4,2,17,0.567,6,0.2,0,0,0,0,0.0,1,2,0.095,1,0,0,0,0,0,4.6,0
26,15,0,2,1,20,0.769,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
34,22,0,3,1,29,0.853,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.25,1
18,7,0,2,1,13,0.722,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.25,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
40,28,0,3,1,35,0.875,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.75,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
35,22,0,3,2,29,0.829,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.25,0
31,11,0,2,2,18,0.581,6,0.194,0,0,0,0,0.0,1,2,0.143,0,0,0,0,0,1,4.8,0
343,20,0,3,1,262,0.764,47,0.137,5,1,2,0,0.0,0,0,0.0,1,0,0,0,0,4,11.885,0
28,15,0,3,2,18,0.643,3,0.107,0,0,0,0,0.0,1,1,0.053,1,0,0,0,0,0,4.2,0
21,10,0,2,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
114,18,0,2,2,89,0.781,11,0.096,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,7.692,0
113,7,0,3,1,68,0.602,24,0.212,0,0,0,0,0.0,1,1,0.091,0,0,0,0,0,8,5.412,0
27,15,0,3,1,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,1
34,21,0,3,2,21,0.618,6,0.176,0,0,0,0,0.0,1,2,0.08,1,0,0,0,0,0,5.4,0
37,25,0,2,3,24,0.649,4,0.108,0,0,0,0,0.0,1,1,0.036,1,0,0,0,0,0,4.0,0
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
25,14,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
34,21,0,3,2,21,0.618,6,0.176,0,0,0,0,0.0,1,4,0.16,1,0,0,0,0,0,5.4,0
37,25,0,3,1,32,0.865,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.0,1
268,49,0,3,5,194,0.724,25,0.093,5,2,5,0,0.0,0,0,0.0,0,0,0,0,3,1,4.761,0
28,17,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.75,0
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
29,19,0,2,1,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.6,0
21,11,0,2,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
23,12,0,2,2,17,0.739,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.4,1
27,16,0,2,2,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,1
20,9,0,2,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
24,12,0,3,1,18,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.6,1
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
38,26,0,3,2,29,0.763,3,0.079,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,8.0,0
187,48,0,3,5,137,0.733,21,0.112,5,2,5,0,0.0,0,0,0.0,0,0,0,0,3,1,6.077,0
20,8,0,4,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.75,0
57,32,0,2,3,47,0.825,1,0.018,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,6.0,0
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
21,11,0,2,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
22,11,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
24,13,0,2,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
31,19,0,3,1,25,0.806,1,0.032,0,0,0,0,0.0,1,1,0.043,1,0,0,0,0,0,6.5,1
59,15,0,3,2,27,0.458,25,0.424,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,8.667,0
28,17,0,2,2,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,1,1,0,0,0,0,4.4,1
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
33,18,0,7,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,7.0,0
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
28,17,0,2,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
20,10,0,2,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.75,0
29,18,0,2,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
29,18,0,3,2,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.0,0
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
47,8,0,3,1,40,0.851,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,2,6.667,0
27,17,0,2,2,14,0.519,7,0.259,0,0,0,0,0.0,1,1,0.05,0,0,0,0,0,0,4.2,0
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
35,24,0,2,1,29,0.829,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.8,1
25,7,0,2,1,13,0.52,7,0.28,0,0,0,0,0.0,1,1,0.1,1,0,0,0,0,1,5.0,0
111,14,0,5,2,93,0.838,9,0.081,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,3,12.75,0
24,14,0,2,1,18,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.6,0
40,27,0,3,2,27,0.675,6,0.15,0,0,0,0,0.0,1,4,0.129,1,0,0,0,0,0,6.6,0
65,32,0,3,2,56,0.862,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,8.0,0
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
30,19,0,2,2,24,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.8,1
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
33,21,0,3,1,27,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.4,1
25,14,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
24,13,0,3,1,18,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.6,0
20,8,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.75,1
28,17,0,3,1,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.4,0
38,16,0,2,3,28,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,2,3.5,0
37,25,0,3,1,32,0.865,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,8.0,1
25,15,0,2,1,19,0.76,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.8,0
32,21,0,2,2,26,0.812,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.2,1
22,11,0,2,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
23,12,0,2,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
27,15,0,3,1,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
23,12,0,2,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
92,16,0,2,2,55,0.598,23,0.25,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,3,6.0,0
31,18,0,4,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
24,13,0,3,1,18,0.75,1,0.042,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.75,0
34,21,0,3,2,21,0.618,6,0.176,0,0,0,0,0.0,1,2,0.08,1,0,0,0,0,0,5.4,0
23,12,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.5,0
58,26,0,3,2,39,0.672,9,0.155,0,0,0,0,0.0,0,0,0.0,0,0,1,0,0,2,5.333,0
27,16,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.5,0
25,15,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.0,0
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
80,4,0,2,1,64,0.8,10,0.125,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,14.8,0
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
44,31,0,3,2,34,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,0,4.25,0
36,22,0,4,2,22,0.611,6,0.167,0,0,0,0,0.0,1,4,0.148,1,0,0,0,0,0,4.667,0
38,27,0,3,3,31,0.816,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.167,0
45,35,0,2,3,35,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.889,0
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
25,14,0,2,1,21,0.84,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,0
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
18,6,0,3,1,13,0.722,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.25,1
37,24,0,3,2,29,0.784,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.833,0
28,18,0,2,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.75,0
36,25,0,3,1,31,0.861,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,7.75,0
29,18,0,2,2,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.6,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
19,8,0,3,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.5,0
24,13,0,2,2,18,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.6,1
19,8,0,3,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.5,0
38,25,0,4,1,31,0.816,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.167,1
42,29,0,3,2,33,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,1,0,4.714,0
37,24,0,3,2,30,0.811,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,0
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
25,14,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
42,30,0,3,1,37,0.881,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,9.25,1
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
66,11,0,2,2,46,0.697,10,0.152,0,0,0,0,0.0,1,1,0.071,0,0,0,0,0,3,6.222,0
36,23,0,3,2,28,0.778,2,0.056,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.5,0
23,12,0,2,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
23,12,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.5,0
19,8,0,3,1,14,0.737,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.5,0
39,27,0,2,2,32,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.4,0
27,17,0,2,2,14,0.519,7,0.259,0,0,0,0,0.0,1,1,0.05,0,0,0,0,0,0,4.2,0
20,9,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.75,0
32,19,0,3,2,19,0.594,7,0.219,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,0
34,22,0,3,1,29,0.853,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.25,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
23,12,0,2,2,17,0.739,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.4,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
32,21,0,3,2,26,0.812,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.2,0
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
28,17,0,3,1,22,0.786,1,0.036,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.75,0
23,12,0,2,2,17,0.739,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.4,1
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
23,4,0,2,1,15,0.652,3,0.13,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,4.5,0
57,32,0,2,3,48,0.842,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,6.0,0
33,21,0,3,1,26,0.788,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.333,1
34,21,0,3,2,26,0.765,2,0.059,0,0,0,0,0.0,1,1,0.04,1,0,0,0,0,0,7.0,0
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
24,14,0,2,2,18,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.6,0
18,7,0,2,1,13,0.722,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.25,1
24,12,0,4,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.75,0
19,8,0,2,1,10,0.526,4,0.211,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,3.5,1
21,10,0,3,1,17,0.81,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.667,0
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
36,24,0,3,1,31,0.861,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.75,1
25,14,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
35,22,0,3,2,28,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.6,0
28,17,0,2,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
21,9,0,2,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.333,0
51,39,0,2,3,44,0.863,0,0.0,0,0,0,0,0.0,0,0,0.0,1,1,0,0,1,0,8.8,0
99,11,0,3,2,80,0.808,7,0.071,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,5,7.909,0
29,18,0,2,2,23,0.793,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.6,1
30,18,0,3,1,25,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.25,1
84,16,0,2,2,51,0.607,20,0.238,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,5.917,0
31,20,0,2,3,24,0.774,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
80,4,0,2,1,68,0.85,6,0.075,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,14.8,0
27,13,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,5.5,0
27,15,0,3,1,22,0.815,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.5,1
22,11,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.25,0
20,9,0,3,1,15,0.75,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.75,0
34,23,0,2,2,28,0.824,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.6,1
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
33,21,0,3,1,27,0.818,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.4,1
35,24,0,2,2,29,0.829,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.8,1
71,7,0,3,1,60,0.845,4,0.056,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,10.667,0
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
44,33,0,3,2,38,0.864,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,7.6,0
23,13,0,2,1,17,0.739,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3.4,0
21,9,0,3,1,15,0.714,1,0.048,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.0,1
34,23,0,3,2,26,0.765,1,0.029,0,0,0,0,0.0,1,1,0.037,0,0,0,0,0,0,4.5,0
21,9,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,4.0,1
43,14,0,2,1,31,0.721,5,0.116,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,6.0,0
34,22,0,2,3,27,0.794,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.4,0
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
21,10,0,3,1,16,0.762,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4.0,0
28,16,0,3,1,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.4,1
25,14,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
30,18,0,3,2,24,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,6.0,0
25,14,0,2,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
34,16,0,3,2,25,0.735,2,0.059,0,0,0,0,0.0,1,1,0.05,1,0,0,0,0,1,5.4,0
31,19,0,3,1,26,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.5,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
24,13,0,3,2,17,0.708,1,0.042,0,0,0,0,0.0,1,1,0.059,0,0,0,0,0,0,3.6,0
28,17,0,2,2,22,0.786,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.4,1
33,21,0,3,1,28,0.848,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,7.0,1
29,17,0,3,1,24,0.828,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.0,1
23,11,0,3,1,18,0.783,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.5,1
28,16,0,3,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
26,14,0,3,1,21,0.808,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.25,1
64,18,0,3,2,54,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,2,6.0,0
56,31,0,2,2,47,0.839,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,1,5.875,0
32,20,0,3,1,27,0.844,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,6.75,1
34,21,0,3,2,21,0.618,6,0.176,0,0,0,0,0.0,1,2,0.08,1,0,0,0,0,0,5.4,0
27,16,0,2,1,21,0.778,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.2,1
24,12,0,3,1,19,0.792,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.75,1
42,31,0,3,2,35,0.833,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,5.833,0
28,17,0,2,1,23,0.821,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.75,1
34,21,0,3,2,21,0.618,6,0.176,0,0,0,0,0.0,1,2,0.08,1,0,0,0,0,0,5.4,0
25,13,0,3,1,20,0.8,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,5.0,1
22,10,0,3,1,17,0.773,0,0.0,0,0,0,0,0.0,0,0,0.0,1,0,0,0,0,0,4.25,1
